ID,Name,Description,Contributor,Citation,Language_ID,Contribution_Type,Creator,Year,Contribution_Date,License,Copyright,URL,Source
mufianfilifita,Bible in Mufian,"The Bible, translated into Mufian.",ebible.org, (1998): BASEF BUꞋWAMI GODI [The Bible in Mufian]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/aoj-filifita_html.zip,,Primary texts,,1998,2012-11-18,CCBYNCND-4.0,"Copyright © 1998 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/aoj-filifita_html.zip,CLD-Bible-mufianfilifita
mufian,Bible in Mufian,"The Bible, translated into Mufian.",ebible.org, (1998): Basef Buꞌwafi Godi [The Bible in Mufian]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/aoj_html.zip,,Primary texts,,1998,2013-07-19,CCBYNCND-4.0,"Copyright © 1998 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/aoj_html.zip,CLD-Bible-mufian
omie,Bible in Ömie,"The Bible, translated into Ömie.",ebible.org,Wycliffe Bible Translators (1991): God-are Jögoru I'oho [The Bible in Ömie]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/aom_html.zip,,Primary texts,Wycliffe Bible Translators,1991,2012-10-23,CCBYNCND-4.0,"Copyright © 1991 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/aom_html.zip,CLD-Bible-omie
bumbitaarapesh,Bible in Bumbita Arapesh,"The Bible, translated into Bumbita Arapesh.",ebible.org,Wycliffe Bible Translators (2003): IRUHIN ANANIN BARAEN [The Bible in Bumbita Arapesh]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/aon_html.zip,,Primary texts,Wycliffe Bible Translators,2003,2013-01-05,CCBYNCND-4.0,"Copyright © 2003 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/aon_html.zip,CLD-Bible-bumbitaarapesh
saa,Bible in Sa'a,"The Bible, translated into Sa'a.",ebible.org,SITAG (2005): Tataroha Diana i Sulie Aalaha Ikie a Jisas Kraes [The Bible in Sa'a]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/apb_html.zip,,Primary texts,SITAG,2005,2023-04-22,CCBYND-4.0,"Copyright © 2005 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/apb_html.zip,CLD-Bible-saa
bukiyipb,Bible in Bukiyip,"The Bible, translated into Bukiyip.",ebible.org,Wycliffe Bible Translators (2013): God Ananin Balan [The Bible in Bukiyip]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/apeB_html.zip,,Primary texts,Wycliffe Bible Translators,2013,2015-03-17,CCBYNCND-4.0,"Copyright © 2013 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/apeB_html.zip,CLD-Bible-bukiyipb
bukiyipc,Bible in Bukiyip,"The Bible, translated into Bukiyip.",ebible.org, (2003): IRUHIN ANANIN BARAEN [The Bible in Bukiyip]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/apec_html.zip,,Primary texts,,2003,2021-05-07,CCBYNCND-4.0,"Copyright © 2003 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/apec_html.zip,CLD-Bible-bukiyipc
apinayent,Bible in Apinayé,"The Bible, translated into Apinayé.",ebible.org,"Wycliffe Bible Translators, Inc. (1999): Tĩrtũm kapẽr ã kagà nyw [The Bible in Apinayé]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/apnNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1999,2014-04-21,CCBYNCND-4.0,"Copyright © 1999 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/apnNT_html.zip,CLD-Bible-apinayent
apma,Bible in Apma,"The Bible, translated into Apma.",ebible.org,Dick Bule &amp; Morrie Tabi (2019): Jona [The Bible in Apma]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/app_html.zip,,Primary texts,Dick Bule &amp; Morrie Tabi,2019,2024-04-27,CCBYNCND-4.0,Copyright © 2019 Pioneer Bible Translators,https://ebible.org/Scriptures/app_html.zip,CLD-Bible-apma
aroplokep,Bible in Arop-Lokep,"The Bible, translated into Arop-Lokep.",ebible.org,Wycliffe Bible Translators (2022): Rau Ke Maro [The Bible in Arop-Lokep]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/apr_html.zip,,Primary texts,Wycliffe Bible Translators,2022,2024-02-23,CCBYNCND-4.0,"Copyright © 2022 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/apr_html.zip,CLD-Bible-aroplokep
apurinant,Bible in Apurinã,"The Bible, translated into Apurinã.",ebible.org,"Wycliffe Bible Translators, Inc. (2004): Teoso sãkire amaneri [The Bible in Apurinã]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/apuNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2004,2014-04-21,CCBYNCND-4.0,"Copyright © 2004 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/apuNT_html.zip,CLD-Bible-apurinant
westernapachent,Bible in Western Apache,"The Bible, translated into Western Apache.",ebible.org,"Wycliffe Bible Translators, Inc. (2012): The New Testament of our Lord and Saviour Jesus Christ [The Bible in Western Apache]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/apwNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2012,2014-04-21,CCBYND-4.0,"Copyright © 2012 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/apwNT_html.zip,CLD-Bible-westernapachent
apalaint,Bible in Apalaí,"The Bible, translated into Apalaí.",ebible.org, (2017): Ritonõpo Omiry: A Bíblia Sagrada na língua Aparai do Brasil [The Bible in Apalaí]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/apyNT_html.zip,,Primary texts,,2017,2020-11-10,All rights reserved,"Copyright © 2017 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/apyNT_html.zip,CLD-Bible-apalaint
safeyoka,Bible in Safeyoka,"The Bible, translated into Safeyoka.",ebible.org,Wycliffe Bible Translators (1988): Mpohwoe Hungkuno Songofoho [The Bible in Safeyoka]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/apz_html.zip,,Primary texts,Wycliffe Bible Translators,1988,2011-12-15,CCBYNCND-4.0,"Copyright © 1988 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/apz_html.zip,CLD-Bible-safeyoka
standardarabicvd,Bible in Standard Arabic,"The Bible, translated into Standard Arabic.",ebible.org,Syrian Mission (): الكتاب المقدس باللغة العربية، فان دايك [The Bible in Standard Arabic]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/arb-vd_html.zip,,Primary texts,Syrian Mission,,2020-08-03,Public Domain,public domain,https://ebible.org/Scriptures/arb-vd_html.zip,CLD-Bible-standardarabicvd
standardarabicnav,Bible in Standard Arabic,"The Bible, translated into Standard Arabic.",ebible.org,International Bible Society (1988): كتاب الحياة [The Bible in Standard Arabic]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/arbnav_html.zip,,Primary texts,International Bible Society,1988,2019-10-09,CCBYSA,"Copyright © 1988, 1997 International Bible Society",https://ebible.org/Scriptures/arbnav_html.zip,CLD-Bible-standardarabicnav
standardarabicwbtc,Bible in Standard Arabic,"The Bible, translated into Standard Arabic.",ebible.org,World Bible Translation Center (2007): الكتاب المقدس باللغة العربية - الترجمة المبسطة [The Bible in Standard Arabic]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/arbwbtc_html.zip,,Primary texts,World Bible Translation Center,2007,2015-06-09,All rights reserved,Copyright © 2007 World Bible Translation Center,https://ebible.org/Scriptures/arbwbtc_html.zip,CLD-Bible-standardarabicwbtc
westernarrarnta,Bible in Western Arrarnta,"The Bible, translated into Western Arrarnta.",ebible.org, (1997): Altjirraka angkatja  - Arrarnturna kngartiwukala [The Bible in Western Arrarnta]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/are_html.zip,,Primary texts,,1997,2019-05-14,CCBYNCND-4.0,Copyright © 1997 Bible Society of Australia,https://ebible.org/Scriptures/are_html.zip,CLD-Bible-westernarrarnta
arabelant,Bible in Arabela,"The Bible, translated into Arabela.",ebible.org,"Wycliffe Bible Translators, Inc. (2008): Quiarinio pueyaso rupaa pa jiyaniijia Jesucristojiniji pueyano rupaajinia [The Bible in Arabela]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/arlNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2008,2014-04-21,CCBYNCND-4.0,"Copyright © 2008 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/arlNT_html.zip,CLD-Bible-arabelant
mapudungunnt,Bible in Mapudungun,"The Bible, translated into Mapudungun.",ebible.org,"Wycliffe Bible Translators, Inc. (2011): Ngünechen ñi Küme Dungu [The Bible in Mapudungun]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/arnNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2011,2011-05-16,CCBYNCND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/arnNT_html.zip,CLD-Bible-mapudungunnt
arapaho,Bible in Arapaho,"The Bible, translated into Arapaho.",ebible.org,Michael White Hawk and John Roberts (): Hethadenee waunauyaunee vadan Luke Vanenāna [The Bible in Arapaho]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/arp_html.zip,,Primary texts,Michael White Hawk and John Roberts,,2015-05-06,Public Domain,public domain,https://ebible.org/Scriptures/arp_html.zip,CLD-Bible-arapaho
algerianarabic,Bible in Algerian Arabic,"The Bible, translated into Algerian Arabic.",ebible.org,SIL International (in Eurasia) (2018): العهد الجديد باللهجة الجزائرية [The Bible in Algerian Arabic]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/arq_html.zip,,Primary texts,SIL International (in Eurasia),2018,2020-11-10,All rights reserved,Copyright © 2018 United Bible Societies,https://ebible.org/Scriptures/arq_html.zip,CLD-Bible-algerianarabic
assamesefb,Bible in Assamese,"The Bible, translated into Assamese.",ebible.org,Bridge Connectivity Solutions (2017): ইণ্ডিয়ান ৰিভাইচ ভাৰচন (IRV) আচামিচ - 2019 [The Bible in Assamese]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/asmfb_html.zip,,Primary texts,Bridge Connectivity Solutions,2017,2020-02-11,CCBYSA,"Copyright © 2017, 2018 Bridge Connectivity Solutions",https://ebible.org/Scriptures/asmfb_html.zip,CLD-Bible-assamesefb
dano,Bible in Dano,"The Bible, translated into Dano.",ebible.org,Wycliffe Bible Translators (1989): MONO' GODOLO GOSOHO' [The Bible in Dano]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/aso_html.zip,,Primary texts,Wycliffe Bible Translators,1989,2014-06-24,CCBYND-4.0,"Copyright © 1989 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/aso_html.zip,CLD-Bible-dano
peleata,Bible in Pele-Ata,"The Bible, translated into Pele-Ata.",ebible.org,Wycliffe Bible Translators (2009): Vaikala Noxou Lataua [The Bible in Pele-Ata]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ata_html.zip,,Primary texts,Wycliffe Bible Translators,2009,2013-01-05,CCBYNCND-4.0,Copyright © 2009 The Bible Society of Papua New Guinea,https://ebible.org/Scriptures/ata_html.zip,CLD-Bible-peleata
zaiwant,Bible in Zaiwa,"The Bible, translated into Zaiwa.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): Chyoiyúng chyumlaiká: dangshikaq asik; Zaiwa [The Bible in Zaiwa]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/atbNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2014-04-30,CCBYNCND-4.0,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/atbNT_html.zip,CLD-Bible-zaiwant
atamanobont,Bible in Ata Manobo,"The Bible, translated into Ata Manobo.",ebible.org,"Wycliffe Bible Translators, Inc. (2000): Kasulatan to Magboboot [The Bible in Ata Manobo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/atdNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2000,2014-04-30,CCBYNCND-4.0,"Copyright © 2000 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/atdNT_html.zip,CLD-Bible-atamanobont
ivbienorthokpelaarhent,Bible in Ivbie North-Okpela-Arhe,"The Bible, translated into Ivbie North-Okpela-Arhe.",ebible.org,"Wycliffe Bible Translators, Inc. (2012): Ebe-No-Pfuasẹ Ishobọ Onogbọ [The Bible in Ivbie North-Okpela-Arhe]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/atgNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2012,2019-08-09,CCBYNCND-4.0,"Copyright © 2012 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/atgNT_html.zip,CLD-Bible-ivbienorthokpelaarhent
pamplonaatta,Bible in Pamplona Atta,"The Bible, translated into Pamplona Atta.",ebible.org,"Wycliffe Bible Translators, Inc. (1996): Yù bilin ni Namarò nga meyannung kâ Apu Kesu Kiristu: Yù bagu nga tarátu ni Namarò sù ira nga mangikatalà kâ Apu Kesu Kiristu [The Bible in Pamplona Atta]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/att_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1996,2014-08-06,CCBYNCND-4.0,"Copyright © 1996 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/att_html.zip,CLD-Bible-pamplonaatta
waoranint,Bible in Waorani,"The Bible, translated into Waorani.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): Wængonguï nänö Apæ̈negaïnö [The Bible in Waorani]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/aucNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2014-04-30,CCBYNCND-4.0,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/aucNT_html.zip,CLD-Bible-waoranint
anuki,Bible in Anuki,"The Bible, translated into Anuki.",ebible.org,Wycliffe Bible Translators (2010): Buk Baibel long Anuki [The Bible in Anuki]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/aui_html.zip,,Primary texts,Wycliffe Bible Translators,2010,2014-06-02,CCBYNCND-4.0,"Copyright © 2010-2016 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/aui_html.zip,CLD-Bible-anuki
auye,Bible in Auye,"The Bible, translated into Auye.",ebible.org,"Wycliffe Bible Translators, Inc. (2020): Ogatamee Me Etokaa Gipii See Menaa [The Bible in Auye]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/auu_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2020,2020-11-11,All rights reserved,"Copyright © 2020 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/auu_html.zip,CLD-Bible-auye
awiyaana,Bible in Awiyaana,"The Bible, translated into Awiyaana.",ebible.org,Wycliffe Bible Translators (1984): Aú-aai símai kááísamakain-aai [The Bible in Awiyaana]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/auy_html.zip,,Primary texts,Wycliffe Bible Translators,1984,2013-08-17,CCBYNCND-4.0,"Copyright © 1984 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/auy_html.zip,CLD-Bible-awiyaana
au,Bible in Au,"The Bible, translated into Au.",ebible.org,Wycliffe Bible Translators (1992): Hɨm Yaaim Me God [The Bible in Au]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/avt_html.zip,,Primary texts,Wycliffe Bible Translators,1992,2014-12-03,CCBYNCND-4.0,"Copyright © 1992 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/avt_html.zip,CLD-Bible-au
avokaya,Bible in Avokaya,"The Bible, translated into Avokaya.",ebible.org,"Wycliffe Bible Translators, Inc. (2002): Tã-drı̣̃ Lẽlẽ Óꞌdí Óvârí Kâ [The Bible in Avokaya]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/avu_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2002,2020-11-13,All rights reserved,"Copyright © 2002 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/avu_html.zip,CLD-Bible-avokaya
awapapuanewguinea,Bible in Awa (Papua New Guinea),"The Bible, translated into Awa (Papua New Guinea).",ebible.org,Wycliffe Bible Translators (1974): Manikáne O Ehwehne [The Bible in Awa (Papua New Guinea)]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/awb_html.zip,,Primary texts,Wycliffe Bible Translators,1974,2013-12-11,CCBYNCND-4.0,"Copyright © 1974, 1997 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/awb_html.zip,CLD-Bible-awapapuanewguinea
awabakal,Bible in Awabakal,"The Bible, translated into Awabakal.",ebible.org, (): EUANGELION UNNI TA JESU-ÚBA CHRIST-KO-BA UPATOARA LUKA-UMBA [The Bible in Awabakal]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/awk_html.zip,,Primary texts,,,2020-03-03,Public Domain,public domain,https://ebible.org/Scriptures/awk_html.zip,CLD-Bible-awabakal
awara,Bible in Awara,"The Bible, translated into Awara.",ebible.org,Wycliffe Bible Translators (2011): Awara Baibel [The Bible in Awara]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/awx_html.zip,,Primary texts,Wycliffe Bible Translators,2011,2014-12-29,CCBYNCND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/awx_html.zip,CLD-Bible-awara
maybratkaron,Bible in Maybrat-Karon,"The Bible, translated into Maybrat-Karon.",ebible.org,"Wycliffe Bible Translators, Inc. (2005): Watum ro Tuhan Bosi ro Tna [The Bible in Maybrat-Karon]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ayz_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2005,2020-11-11,All rights reserved,"Copyright © 2005 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ayz_html.zip,CLD-Bible-maybratkaron
southazerbaijani,Bible in South Azerbaijani,"The Bible, translated into South Azerbaijani.",ebible.org,Institute for Bible Translation (2008): Azərbaycan dilində Müqəddəs Kitab [The Bible in South Azerbaijani]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/azb_html.zip,,Primary texts,Institute for Bible Translation,2008,2018-11-09,CCBYNCND-4.0,Copyright © 2008 Müqəddəs Kitab Sirkəti,https://ebible.org/Scriptures/azb_html.zip,CLD-Bible-southazerbaijani
sanpedroamuzgosamuzgont,Bible in San Pedro Amuzgos Amuzgo,"The Bible, translated into San Pedro Amuzgos Amuzgo.",ebible.org,"Wycliffe Bible Translators, Inc. (1992): Jnʼoon xco na tquen tyoʼtsʼon [The Bible in San Pedro Amuzgos Amuzgo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/azgNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1992,2024-03-19,CCBYNCND-4.0,"Copyright © 1992 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/azgNT_html.zip,CLD-Bible-sanpedroamuzgosamuzgont
highlandpueblanahuatlnt,Bible in Highland Puebla Nahuatl,"The Bible, translated into Highland Puebla Nahuatl.",ebible.org,"Wycliffe Bible Translators, Inc. (1975): In cuali tajtoltzin de Dios [The Bible in Highland Puebla Nahuatl]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/azzNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1975,2014-04-30,CCBYNCND-4.0,"Copyright © 1975 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/azzNT_html.zip,CLD-Bible-highlandpueblanahuatlnt
waimahant,Bible in Waimaha,"The Bible, translated into Waimaha.",ebible.org,"Wycliffe Bible Translators, Inc. (2010): U̶mʉreco pacʉ wederique [The Bible in Waimaha]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/baoNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2010,2023-04-20,CCBYNCND,"Copyright © 2010 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/baoNT_html.zip,CLD-Bible-waimahant
baatonum,Bible in Baatonum,"The Bible, translated into Baatonum.",ebible.org,SIM International (2013): Bibeli Gusunɔn Gari [The Bible in Baatonum]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/bba_html.zip,,Primary texts,SIM International,2013,2014-09-10,CCBYNCND-4.0,Copyright © 2013 SIM,https://ebible.org/Scriptures/bba_html.zip,CLD-Bible-baatonum
barai,Bible in Barai,"The Bible, translated into Barai.",ebible.org,Wycliffe Bible Translators (1994): GODIDO VUA MAEJE [The Bible in Barai]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/bbb_html.zip,,Primary texts,Wycliffe Bible Translators,1994,2012-11-22,CCBYNCND-4.0,"Copyright © 1994, 2006 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/bbb_html.zip,CLD-Bible-barai
